class,problem,code,answer
4,16. 20. 35와 17 중 약수가 가장 많은 수의 제수를 구합니다.,"a = [16, 20, 35, 17]
b = []
y = 0
for i in a:
    c = 0
    for t in range(1, i + 1):
        if i % t == 0:
            c += 1
    b.append(c)
y = max(b)
print(y)",6
6,숫자에 5를 곱하는 실수를 범하고 9로 나누면 3이 됩니다. 올바르게 계산하십시오.,"a = 5
b = 9
c = 3
y = (c * b) * a
print(y)",135
8,원 A의 지름은 20센티미터입니다. 원 B의 지름은 원 A의 반지름과 같습니다. 원 A의 반지름과 원 B의 반지름 사이의 센티미터 차이는 얼마입니까?,"a = 20
b = a / 2
y = a / 2 - b / 2
print(y)",5
4,"53, 19, 43, 6 중 가장 큰 수와 가장 작은 수의 곱을 구하세요.","a = [53, 19, 43, 6]
b = max(a)
c = min(a)
y = b * c
print(y)",318
5,"민우네 가족은 사과를 땄다. 동생이 4.3kg, 동생이 동생보다 6.2kg 더 쪘다. 민우의 무게가 3310g이 고구마 통조림 0.2개보다 많다면, 고구마 민우 통조림은 몇 킬로그램입니까?","a = 4.3
b = 6.2
c = a + b
d = 0.2
e = 3.31
y = e + c * d
print(y)",5.41
1,금화 4개의 무게는 22.5g입니다. 금화의 무게를 그램 단위로 구하십시오.,"a = 4
b = 22.5
y = b / a
print(y)",5.62
1,1분에 20km를 이동하는 기차와 10분에 5km를 이동하는 버스가 있습니다. 기차가 같은 속도로 50분 동안 달리면 기차가 버스보다 몇 킬로미터 더 갈 수 있습니까?,"a = 1
b = 20
c = 10
d = 5
e = 50
y = (e / a * b) - (e / c * d)
print(y)",750
5,어떤 수에 30을 더하고 5로 나누고 3 빼기 3을 2로 곱하면 12는 무엇입니까?,"a = 30
b = 5
c = 3
d = 2
e = 12
y = (e / d + c) * b - a
print(y)",15
1,민규는 놀이터에서 둘레 1.57m의 후프 11개를 굴렸다. 민규는 후프를 몇 미터 움직였습니까?,"a = 1.57
b = 11
y = a * b
print(y)",17.27
4,"22, 74, 20이 있습니다. 가장 큰 수와 가장 작은 수의 차이점은 무엇입니까?","a = [68, 92, 15]
y = max(a) - min(a)
print(y)",77
1,운동장에서 학생들은 한 줄에 7명씩 26줄로 서 있습니다. 학생은 총 몇 명입니까?,"a = 26
b = 7
y = a * b
print(y)",182
5,36을 임의의 숫자로 나누면 9로 나눌 수 있습니다. 어떤 숫자를 찾으십시오.,"a = 36
b = 9
y = a / b
print(y)",4
1,한 상자에 45개의 지우개가 들어 있는 8개의 상자가 있습니다. 지우개는 총 몇 개입니까?,"a = 45
b = 8
y = a * b
print(y)",360
1,"올해 지민은 8살, 동생은 14살이다. 지민이 20살이라면 형은 몇살이야?","a = 8
b = 14
c = 20
y = b - a + c
print(y)",26
7,명숙의 학교에 451명의 여학생과 400명의 남학생이 있다면 명숙의 학교에서 누가 남학생이 더 많은지 알아보십시오.,"a = 451
b = 400
dicts = {""여학생"": a, ""남학생"": b}
y = max(dicts, key=dicts.get)
print(y)",여학생
6,숫자에 23을 곱해야 하는데 실수로 40을 빼서 72를 얻었습니다. 올바르게 계산하십시오.,"a = 23
b = 40
c = 72
y = (c + b) * a 
print(y)",2576
1,각 가방에는 25개의 사탕이 들어 있습니다. 62개의 봉지에 모두 사탕이 몇 개 들어 있는지 세어 보십시오.,"a = 25
b = 62
y = a * b
print(y)",1550
8,직사각형의 면적은 20km²이고 길이는 4km입니다. 이 직사각형의 너비는 몇 미터입니까?,"a = 20
b = 4
y = a / b * 1000
print(y)",5000
5,100 - 200 - 300 - 400과 같은 규칙을 사용하여 500에서 5번 점프하는 숫자를 찾으십시오.,"a = 200
b = 100
c = a - b
d = 500
y = d + c * 5
print(y)",1000
1,18개의 농구공을 3개의 보관 상자에 균등하게 나누고 싶습니다. 보관함 하나에 농구공을 몇 개나 담을 수 있습니까?,"a = 18
b = 3
y = int(a / b)
print(y)",6
4,"80°, 70° 및 65° 각도가 있습니다. 그 중 가장 큰 각과 가장 작은 각의 차이를 찾으십시오.","a = [80, 70, 65]
y = max(a) - min(a)
print(y)",15
2,"진희, 희정, 윤빈, 정현이가 차례대로 줄을 섰다. 4위는 누구일까요?","a = ['진희', '희정', '윤빈', '정현']
b = 4
y = a[b - 1]
print(y)",정현
1,빨간 끈은 길이가 6.5m이고 녹색 끈은 길이가 3.4m입니다. 빨간색 문자열의 길이가 녹색 문자열의 길이와 몇 배인지 구하고 소수점 이하 두 자리까지 반올림하십시오.,"a = 6.5
b = 3.4
y = a / b
print(""{:.2f}"".format(y))",1.91
8,면적이 32.68센티미터인 원의 반지름이 길이의 5배라면 둘레는 몇 센티미터입니까?,"import math

a = 32.68
b = 5
c = math.pi
y = (((a ** 0.5) / c) * b * c * 2) 
print(y)",57.17
1,승준은 매일 0.7L의 우유를 마신다. 승준이가 5일 동안 마실 우유를 준비하려면 우유 1L를 몇 개 사야 할까요?,"from math import ceil

a = 0.7
b = 5
c = 1
y = ceil(a * b / c)
print(y)",4
8,정사각형의 한 변의 길이는 84/8cm입니다. 이 정사각형의 둘레를 cm 단위로 찾으십시오.,"a = 84/8
b = 4
y = a * b
print(y)",42
1,학교 체육관에는 25명의 남학생과 21명의 여학생이 있었고 그 중 13명이 교실에 들어왔습니다. 얼마나 많은 학생이 체육관에 남아 있습니까?,"a = 25
b = 21
c = 13
y = a + b - c
print(y)",33
1,차 한 대를 주차하는데 1/2시간에 4500원이라고 치자. 4대의 차를 2시간 동안 주차하고 주차비를 8명이 균등하게 나누기로 했다면 1인당 얼마를 내야 할까요?,"a = 1/2
b = 4500
c = 4
d = 2
e = 8
y = b / a * c * d / e
print(y)",9000
6,3으로 나누어야 할 숫자가 실수로 4를 빼서 23이 되었습니다. 얼마나 정확하게 계산합니까?,"a = 3
b = 4
c = 23
y = (c + b) / a 
print(y)",9
8,50센티미터 정사각형 마름모에서 한 대각선이 10센티미터이면 다른 대각선은 몇 센티미터입니까?,"a = 50
b = 10
y = a * 2 / b
print(y)",10
4,"4.24, 2.36, 4.8의 가장 큰 수와 가장 작은 수의 합은 얼마입니까?","a = [4.24, 2.36, 4.8]
b = max(a)
c = min(a)
y = b + c
print(y)",7.16
1,학교에서 세훈 집까지의 거리는 학교에서 승호 집까지의 거리의 3배라고 한다. 학교에서 세훈 집까지의 거리가 9.3km라면 학교에서 승호 집까지의 거리는 몇 킬로미터입니까?,"a = 9.3
b = 3
y = a / b
print(y)",3.10
8,원 안의 마름모의 면적이 90 cm²인 경우 원의 반지름은 몇 cm입니까?,"a = 90
y = (a * 2) ** (1 / 2) / 2
print(y)",6
1,10상자에 250개의 사과를 팔고 싶다면 몇 상자를 팔 수 있습니까?,"a = 250
b = 10
y = a // b
print(y)",25
8,"직사각형의 너비가 30cm, 길이가 20cm인 경우 직사각형의 넓이는 몇 cm²입니까?","a = 30
b = 20
y = a * b
print(y)",600
8,원형 테이블이 있습니다. 테이블의 지름이 30cm일 때 테이블의 너비는 cm^2 단위로 얼마입니까? 둘레는 3.14로 계산됩니다.,"a = 30
b = 3.14
c = 2
y = (a / c) * (a / c) * b    
print(y)",706.50
1,746 - 246을 계산합니다.,"a = 746
b = 246
y = a - b
print(y)",500
1,블록을 쌓아 성을 건설해 보세요. 한 층을 만드는 데 20블록이 필요합니다. 3층 성을 건설하려면 몇 개의 블록이 필요합니까?,"a = 20
b = 3
y = a * b
print(y)",60
1,윤성은 1봉지에 10개씩 16개를 포장해 4명에게 균등하게 나눠줬다. 한 사람이 가질 수 있는 사탕은 몇 개입니까?,"a = 10
b = 16
c = 4
y = a * b // c
print(y)",40
8,"밑변이 10센티미터, 위가 2센티미터, 높이가 5센티미터인 사다리꼴이 있습니다. 사다리꼴의 면적을 찾으십시오.","a = 10
b = 2
c = 5
y = (a + b) * c / 2
print(y)",30
8,네 변의 길이의 합이 88cm이고 너비가 32cm이면 길이는 몇 cm입니까?,"a = 88
b = 32
y = (a - b * 2) / 2
print(y)",12
1,두웅은 460원짜리 색연필 2개와 610원짜리 포스트잇 3개를 3000원에 샀다. 두웅이 받을 변화의 답을 찾아보세요.,"a = 460
b = 2
c =610
d = 3
e = 3000
y = e - (a * b + c * d)
print(y)",250
8,너비가 21cm이고 길이가 15cm인 직사각형이 있습니다. 이 직사각형의 넓이는 몇 cm²입니까?,"a = 21
b = 15
y = a * b
print(y)",315
8,55센티미터 길이의 실을 사용하여 가장 큰 정수센티미터 정사각형 모양을 만들었다면 실의 남은 길이는 몇 센티미터입니까?,"a = 55
b = 4
c = a // b
y = a - (b * c)
print(y)",3
1,오늘 수효빵집에서 크림빵 500개 만들었어요. 25개까지 담을 수 있는 상자에 이 크림빵을 모두 담으려면 몇 상자가 필요합니까?,"import math
a = 500
b = 25
y = math.ceil(a / b)
print(y)",19
3,다음 식 10 * A > 88을 만족하는 수는 1부터 9까지 몇 개입니까?,"a = 1
b = 9
c = 88
d = 10
y = 0
for i in range(a, b + 1):
    if i > c / d:
        y += 1
print(y)",1
8,모든 모서리의 길이가 같은 사각형이 있습니다. 모서리의 길이의 합이 60m일 때 한 모서리의 길이는 몇 m입니까?,"a = 60
b = 4
y = a / (b * 2)
print(y)",7.50
8,"너비 12cm, 길이 7cm인 직사각형의 네 변의 길이의 합은 얼마입니까?","a = 12
b = 7
y = (a + b) * 2
print(y)",38
6,"특정 수를 7로 나누는 실수를 범하고, 특정 수에 3을 곱하면 46.5가 됩니다. 올바르게 계산된 몫을 찾으십시오.","a = 7
b = 3
c = 46.5
y = c / b / a
print(y)",2.21
1,9.7톤의 움직이는 물건을 모두 움직이는 트럭에 싣고자 합니다. 차 한 대에 2톤을 실을 수 있다면 최소한 몇 대의 이동 트럭을 불러야 할까요?,"from math import ceil
a = 9.7
b = 2
y = ceil(a / b)
print(y)",5
1,어떤 수를 8로 나누어 12가 나오면 그 수는 무엇입니까?,"a = 8
b = 12
y = a * b
print(y)",96
1,24개의 구슬이 있습니다. 4명이 이 구술을 똑같이 나누면 1인당 몇 개를 받을까요?,"a = 24
b = 4
y = a // b
print(y)",6
8,한 변의 길이가 60센티미터인 정사각형과 둘레가 같은 정육각형의 한 변의 길이는 몇 센티미터입니까?,"a = 60
b = 4
c = 6
y = a * b / c
print(y)",40
1,지하철에는 20명이 타고 있었다. 다음 역에 도착하니 11명이 내리고 3명이 탔다. 지금 지하철에 몇 명이 있는지 알아보세요.,"a = 20
b = 11
c = 3
y = a - b + c
print(y)",12
8,"너비가 45cm, 높이가 50cm인 직사각형 종이를 나머지 부분 없이 동일한 크기의 정사각형 모양으로 자르려고 합니다. 자를 수 있는 가장 큰 정사각형으로 자르면 몇 장의 종이를 만들 수 있습니까?","import math

a = 45
b = 50
c = math.gcd(a, b)
y = (a // c) * (b // c)
print(y)",90
1,10명이 3.3미터마다 색테이프를 균등하게 나누어 공유하면 최초의 색테이프는 몇 미터입니까?,"a = 10
b = 3.3
y = a * b
print(y)",33
1,주전자에서 물 2리터와 200밀리리터를 마셨고 5리터와 100밀리리터가 남았습니다. 처음에 주전자에 담긴 물은 몇 밀리리터였습니까?,"a = 2 * 1000 + 200
b = 5 * 1000 + 100
y = b + a
print(y)",7300
1,밀가루 25g을 물에 녹여 밀가루차 350g을 만든다. 밀가루 차의 양에 대한 밀가루의 비율을 찾으십시오.,"a = 25
b = 350 
y = a / b
print(y)",0.07
8,긴 변이 22센티미터이고 짧은 변이 12센티미터인 직사각형의 둘레는 얼마입니까?,"a = 22
b = 12
y = a * 2 + b * 2
print(y)",68
8,"너비 16cm, 길이 18cm의 직사각형을 한 번 잘라 가장 큰 정사각형을 만들었습니다. 정사각형을 만든 후 남은 직사각형의 네 변의 길이의 합은 얼마입니까?","a = 18
b = 16
c = abs(a - b)
y = (b + c) * 2
print(y)",40
1,경수는 1만원권이 8장 있다. 경수는 돈이 얼마입니까?,"a = 10000
b = 8
y = a * b
print(y)",80000
8,"성진이는 100cm의 철사를 가지고 있다. 이 철사를 이용하여 겹치는 부분 없이 장변 15cm, 단변 7cm의 평행사변형 2개를 만들었습니다. 만들고 나면 몇 cm 남았나요?","a = 100
b = 15
c = 7
d = 2
y = a - (b + c) * 2 * d
print(y)",12
3,"숫자 카드는 3, 1, 5, 9 4개가 있습니다. 이것을 한 번만 사용하여 두 자리 숫자를 만들었습니다. 두 수를 곱할 때 가장 작은 곱을 찾습니다.","from itertools import permutations

a = ['3', '1', '5', '9']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = min(c)
print(y)",585
1,2.3L의 물을 5개의 병으로 균등하게 나누고 싶습니다. 한 병에 몇 리터의 물을 담을 수 있습니까?,"a = 2.3
b = 5
y = a / b
print(y)",0.46
7,"민지, 호정, 진수는 감자밭에서 감자를 수확한다. 민지는 통감자의 2/9를 자르고, 호정은 민지가 고른 양의 3배를 자르고 나머지는 순살이다. 누가 감자를 가장 많이 마셨습니까?","a = 2 / 9
b = a * 3
c = 1 - (a + b)
dicts = {'민지': a, '호정': b, '진수': c}
y = max(dicts, key=dicts.get)
print(y)",호정
1,종국이 엄마는 정육점에서 소고기 3.5kg을 샀다. 이것을 0.38kg 사용하면 남은 쇠고기는 몇 kg입니까?,"a = 3.5
b = 0.38
y = a - b
print(y)",3.12
1,혜진이는 100원짜리 주화 13개와 10원짜리 주화 5개를 가지고 있다. 혜진이는 돈에서 2000원까지 얼마나 더 벌어야 할까?,"a = 100 * 13
b = 10 * 5
c = 2000
y = c - a - b
print(y)",650
1,400L의 물을 20L 물탱크로 나누면 몇 개의 물탱크가 필요합니까?,"from math import ceil

a = 400
b = 20
y = ceil(a / b)
print(y)",20
7,"선풍기 1555개, 전기 모기장 1222개, 모기장 1666개 중 선풍기가 가장 많은 것은 전기 모기장과 모기장 중 어느 것일까요?","a = 1555
b = 1222
c = 1666
dicts = {'부채': a, '전기 모기향': b, '모기장': c}
y = max(dicts, key=dicts.get)
print(y)",모기장
5,2리터 물탱크에 물이 가득 차 있습니다. 세훈은 컵을 세 번 채우고 0.8리터의 물을 남겼다. 컵의 리터 수를 소수로 표현하십시오.,"a = 2
b = 3
c = 0.8
y = (a - c) / b
print(y)",0.40
3,"숫자 카드 2, 4, 6, 5, 7을 한 번 사용하여 다섯 자리 숫자를 만들고 싶습니다. 가장 큰 수를 찾으십시오.","from itertools import permutations

a = ['2', '4', '6', '5', '7']
y = int(max(map(''.join, permutations(a, 5))))
print(y)",76542
8,"둘레가 34cm, 길이가 7cm인 직사각형 일기장의 너비는 얼마입니까?","a = 34
b = 7
c = 4
y = (a - b * 2) / 2
print(y)",10
2,"현종은 오늘의 순서로 국어, 수학, 과학, 사회, 영어를 공부할 예정입니다. 공부할 세 번째 과목의 이름을 쓰십시오.","a = ['국어', '수학', '과학', '사회', '영어']
b = 3
y = a[b - 1]
print(y)",과학
1,"바구니에 100개의 공이 있습니다. 그 중 야구공이 68개, 농구공이 32개입니다. 공의 총 개수에 대한 농구공 개수의 비율은 얼마입니까?","a = 100
b = 68
c = 32
y = c / a * 100
print(y)",32
8,너비가 15cm이고 길이가 5cm인 직육면체의 모든 모서리의 길이의 합이 150cm이면 직육면체의 높이는 얼마입니까?,"a = 15
b = 5
c = 150
y = (c - (a + b) * 4) / 4
print(y)",17
1,45개의 귤을 5개의 바구니에 똑같이 나누었습니다. 한 바구니에 담긴 감귤을 세 사람이 균등하게 나누기 위해 한 사람이 몇 개의 감귤을 먹을 수 있습니까?,"a = 45
b = 5
c = 3
y = a // b // c
print(y)",3
8,지름이 18센티미터인 원에서 반지름이 2센티미터인 겹치지 않는 원을 몇 개 그릴 수 있습니까?,"a = 18
b = 2
c = 2 * b
y = int(a / c)
print(y)",4
3,"숫자 카드 9, 5, 1, 2, 3 중 모든 카드를 한 번만 사용하여 만들 수 있는 가장 작은 네 자리 수는?","from itertools import permutations

a = ['9', '5', '1', '2', '3']
y = int(min(map(''.join, permutations(a, 4))))
print(y)",1235
8,밑변이 6cm이고 넓이가 42cm²인 평행사변형의 높이는 얼마입니까?,"a = 6
b = 42
y = b / a
print(y)",7
1,서준이가 매일 1.2리터의 우유를 마신다면 서준이 10일 동안 마실 우유를 준비할 때 최소한 1리터의 우유를 몇 개나 사야 할까요?,"import math

a = 1.2
b = 10
c = 1
y = ceil(a * b / c)
print(y)",12
1,각각 20개의 초콜릿이 4개의 상자가 있습니다. 이 바둑돌을 8명의 학생에게 균등하게 나누어 주려면 각 학생에게 몇 개의 바둑판을 줄 수 있는지 계산하십시오.,"a = 20
b = 4
c = 8
y = a * b // c
print(y)",10
6,숫자에서 72를 빼야 하는데 실수로 50을 빼서 88이 나왔다면 정답은?,"a = 72
b = 50
c = 88
y = (c + b) - a
print(y)",66
7,"미지는 5일 동안 매일 200원을 저축했고, 다혜는 미지가 저축한 금액의 4배가 넘는 1,500원을 저축했다. 수정은 20일 동안 매일 400원을 저축했다. 돈을 가장 많이 저축한 사람은?","a = 200
b = 5
c = 4
d = 1500
e = 400
f = 20
dicts = {'미지': a * b, '다혜': (a * b) * c + d, '수정': e * f}
y = max(dicts, key=dicts.get)
print(y)",수정
8,세 변의 합이 57센티미터인 정삼각형의 한 변의 길이는 몇센티미터입니까?,"a = 57
b = 3
y = a / b
print(y)",19
3,"숫자 카드는 5, 1, 8, 9가 있습니다. 그 중 3장의 카드를 뽑고 두자리수 1개와 한자리수 1개를 만들 때 곱이 가장 큰 경우의 값을 구하세요.","from itertools import permutations

a = ['5', '1', '8', '9']
b = list(map(''.join, permutations(a, 3)))
c = []
for i in b:
    d = int(i[:-1])
    e = int(i[-1])
    c.append(d * e)
y = max(c)
print(y)",765
8,반지름이 4cm인 원의 지름은 얼마입니까?,"a = 4
b = 2
y = a * b
print(y)",8
1,"철민은 과자 8개를 먹었고, 정윤은 철민이 먹은 과자 양의 7배를 먹었다. 정윤이 쿠키를 몇 개나 먹었는지 답을 찾아보세요.","a = 8
b = 7
y = a * b
print(y)",56
7,자동차 A는 10분에 14km를 이동하고 자동차 B는 15분에 15km를 이동합니다. 두 차는 같은 시간에 출발해 120분 동안 멈추지 않고 같은 속도로 움직였다. 자동차 A와 자동차 B 중 어느 자동차가 더 먼 거리를 여행했습니까?,"a = 10
b = 14
c = 15
d = 15
e = 120
f = e / a * b
g = e / c * d
dicts = {'A': f, 'B': g}
y = max(dicts, key=dicts.get)
print(y)",A
1,총 타수에 대한 안타의 비율을 타율이라고 합니다. 한 야구선수는 210타수 중 16안타를 쳤다고 말했다. 이 야구 선수의 타율을 백분율로 표시하십시오.,"a = 210
b = 16
y = b / a * 100
print(y)",7
8,"윗변이 5cm, 밑변이 12cm, 높이가 6cm인 사다리꼴이 있습니다. 이 사다리꼴의 면적을 찾으십시오.","a = 5
b = 12
c = 6
y = (a + b) * c / 2
print(y)",51
7,나은이가 155cm이고 가은이 154.3cm라면 누가 더 클까요?,"a = 155
b = 154.3
dicts = {""나은"": a, ""가은"": b}
y = max(dicts, key=dicts.get)
print(y)",나은
1,"어느 잡화점에서 석류 20개를 25,000원에 사서 8개 한박스에 15,000원에 팔았습니다. 마트에서 석류를 팔아서 얻은 이익이 52,000원이라면 석류는 몇 상자에 팔리겠는가?","from math import ceil

a = 20
b = 25000
c = 8
d = 15000
e = 52000
y = ceil((e / ((d / c) - (b / a))) / c)
print(y)",83
1,진호가 매일 5.3km를 걸었다면 진호는 14일 동안 몇km를 걸었을까?,"a = 5.3
b = 14
y = a * b
print(y)",74.20
7,"한 가게에서 초콜릿은 5개에 3,000원, 카라멜은 4개에 2,800원이다. 초콜릿과 카라멜 중 어느 것이 더 비쌀까요?","a = 5
b = 3000
c = 4
d = 3200
dicts = {'초콜릿': b / a, '카라멜': d / c}
y = max(dicts, key=dicts.get) 
print(y)",카라멜
7,"재용의 세탁기는 세탁과 헹굼 과정을 1회 사용하기 위해 91L의 물을 사용한다고 한다. 헹굼 과정에서 사용된 물의 양이 52L 950mL인 경우, 세탁 또는 헹굼 과정에서 어느 과정에서 더 많은 물을 사용했습니까?","a = 91 * 1000
b = 52 * 1000 + 950
y = a - b
dicts = {'세탁': a - b, '헹굼': b}
y = max(dicts, key=dicts.get)
print(y)",헹굼
1,"희섭과 형은 14일 동안 종이학을 접었다. 희섭은 하루에 학 다섯 개를 접었고, 동생은 세 개를 접었다. 두 명이 종이학을 6명에게 균등하게 나누려고 한다면 1인당 몇 개를 줄 수 있습니까?","a = 14
b = 5
c = 3
d = 6
y = (b + c) * a // d
print(y)",18
8,너비가 13cm이고 길이가 15cm인 직사각형이 있습니다. 이 직사각형의 넓이는 몇 센티미터²입니까?,"a = 13
b = 15
y = a * b
print(y)",195
1,9999개의 탁구공이 3000개의 상자에 포장되어 있다면 총 탁구공은 몇 개입니까?,"a = 9999
b = 3000
y = a // b * b
print(y)",9000
1,초콜릿 20개와 사탕 16개가 있습니다. 6개들이 한 봉지에 몇 봉지의 초콜릿과 사탕이 필요합니까?,"a = 20
b = 16
c = 6
y = (a + b) // c
print(y)",6
1,"호산이는 자전거를 타고 200km를 달렸다. 첫째 날은 1/5로 달렸고, 둘째 날은 남은 거리의 1/2을 달렸다. 그렇다면 둘째 날에는 몇 킬로미터를 달렸습니까?","a = 200
b = 1/5
c = 1/2
y = (a * (1 - b)) * c
print(y)",20
8,둘레가 46.5cm인 원의 지름은 얼마입니까? 둘레는 3.1로 계산됩니다.,"a = 46.5
b = 3.1
y = a / b
print(y)",15
4,"성이는 성준의 집에 가기로 했다. 집 근처에 도착해서 보니 212, 211, 207동에 아파트가 있었어요. 이 동들 중 성준이가 제일 많이 산다고 하면, 성준이가 사는 동은 몇동인가요?","a = [212, 211, 207]
y = max(a)
print(y)",212
1,민슬이 100미터를 달리는 데 25초가 걸렸다면 민슬이 달린 거리와 100미터를 달리는 데 걸린 시간의 비율을 구하십시오.,"a = 100
b = 25
y = a / b
print(y)",4
8,"가로 6.2cm, 세로 5.3cm인 직사각형과 가로 4.2cm, 높이 5.8cm인 평행사변형이 있습니다. 두 숫자의 면적의 합을 센티미터²로 구하십시오.","a = 6.2 * 5.3
b = 4.2 * 5.8
y = a + b
print(y)",57.22
8,넓이가 8 cm²인 원 안에 그릴 수 있는 가장 큰 마름모를 그립니다. 원의 반지름은 몇 cm입니까?,"a = 8
y = (a * 2) ** (1 / 2) / 2
print(y)",2
8,50개의 삼각형과 60개의 정사각형이 있습니다. 이 도형에는 모두 몇 개의 각이 있습니까?,"a = 3
b = 50
c = 4
d = 60
y = (a * b) + (c * d)
print(y)",390
1,한 상자에 500개의 클립이 있는 경우 14개의 상자에 모두 몇 개의 클립이 있습니까?,"a = 500
b = 14
y = a * b
print(y)",7000
5,아래의 17 - □ - 37에서 규칙을 찾아 A의 수를 찾으십시오.,"a = 17
b = 37
c = a - b
y = b + c / 2
print(y)",27
1,"주전자에는 4/6L의 물이 있었습니다. 이것의 4/10을 마셨다면, 마신 물의 양을 구하여 소수점 이하 두 자리까지 적으십시오.","a = 4/6
b = 4/10
y = a * b
print(""{:.2f}"".format(y))",0.27
3,"숫자 카드는 2, 3, 7, 9 가 4개 있습니다. 3개의 카드를 한 번만 사용하여 만들 수 있는 가장 큰 세 자리 수와 나머지 카드의 수를 곱한 값은 얼마입니까?","from itertools import permutations

a = ['2', '3', '7', '9']
b = 3
c = list(map(''.join, permutations(a, b)))
d = max(c)
for i in d:
    a.remove(i)
e = a[0]
y = int(d) * int(e)
print(y)",1946
1,"희수 텃밭에서 고구마 24,000개를 수확해서 120개를 상자에 담았습니다. 감자 상자는 몇 개입니까?","a = 240000
b = 120
y = a // b
print(y)",2000
8,정사각형 안에 가장 큰 원을 그리고 원의 반지름이 32센티미터일 때 정사각형의 한 변의 길이는 몇 센티미터입니까?,"a = 32
b = a * 2
y = b
print(y)",64
8,네 변의 길이의 합이 56cm인 정사각형에 가장 큰 원을 그리면 원의 지름은 몇 cm입니까?,"a = 4
b = 56
c = 2
y = (b / a) / c
print(y)",7
5,수업 사이에 5명의 남학생과 6명의 여학생으로 구성된 그룹이 형성되었습니다. 여러 그룹이 있을 때 여학생이 30명이라면 남학생은 모두 몇 명입니까?,"a = 5
b = 6
c = 30
d = c / b
y = a * d
print(y)",25
