class,problem,code,answer
1,명우는 놀이터에서 원주 1.57m의 후프를 11주전했다. 민규는 후프를 몇 미터 움직였나요?,"a = 1.57
b = 11
y = a * b
print(y)",17.27
4,"22, 74, 20이 있습니다. 최대 수와 최소 수의 차이는 무엇입니까?","a = [68, 92, 15]
y = max(a) - min(a)
print(y)",77
1,학생들은 놀이터에 1열 7명씩 26열로 늘어서 있습니다. 합계로 몇 명의 학생이 있습니까?,"a = 26
b = 7
y = a * b
print(y)",182
5,36을 임의의 수로 나누면 9로 나뉩니다.,"a = 36
b = 9
y = a / b
print(y)",4
1,상자 당 45개의 지우개가 8개 있습니다. 지우개는 전부 얼마입니까?,"a = 45
b = 8
y = a * b
print(y)",360
1,"올해 지민은 8세, 형은 14세입니다. 지민이 20살이라면 형님은 몇살입니까?","a = 8
b = 14
c = 20
y = b - a + c
print(y)",26
7,"명숙 학교에 451명의 소녀와 400명의 소년이 있는 경우, 명숙 학교에 소년 또는 소녀가 많은 사람을 찾으십시오.","a = 451
b = 400
dicts = {""여학생"": a, ""남학생"": b}
y = max(dicts, key=dicts.get)
print(y)",여학생
6,숫자에 23을 곱해야 하지만 실수로 40을 빼서 72가 되었습니다. 올바르게 계산하십시오.,"a = 23
b = 40
c = 72
y = (c + b) * a 
print(y)",2576
1,각 가방에는 25개의 사탕이 들어 있습니다. 62개의 가방 모두에 사탕이 몇 개 있는지 계산합니다.,"a = 25
b = 62
y = a * b
print(y)",1550
8,"직사각형 면적은 20km², 길이는 4km입니다. 이 직사각형의 폭은 몇 미터입니까?","a = 20
b = 4
y = a / b * 1000
print(y)",5000
5,100-200-300-400과 동일한 규칙을 사용하여 500-5회 점프할 수를 찾습니다.,"a = 200
b = 100
c = a - b
d = 500
y = d + c * 5
print(y)",1000
1,18개의 농구를 3개의 보관함으로 균등하게 분할하고 싶습니다. 하나의 수납 상자에 몇 농구를 넣을 수 있습니까?,"a = 18
b = 3
y = int(a / b)
print(y)",6
4,"80°, 70°, 65° 각도가 있습니다. 그들 중에서 최대 각도와 최소 각도의 차이를 찾습니다.","a = [80, 70, 65]
y = max(a) - min(a)
print(y)",15
2,"진희, 희정, 윤빈, 종경니가 차례로 늘어서 있다. 누가 4위에 서 있는가?","a = ['진희', '희정', '윤빈', '정현']
b = 4
y = a[b - 1]
print(y)",정현
1,"붉은 끈의 길이는 6.5m, 녹색 끈의 길이는 3.4m입니다. 빨간색 문자열의 길이가 녹색 문자열의 길이의 몇 배인지 확인하고 소수점 이하 두 번째 자리에 반올림합니다.","a = 6.5
b = 3.4
y = a / b
print(""{:.2f}"".format(y))",1.91
8,"면적이 32.68센티미터인 원의 반경이 길이의 5배인 경우, 원주는 센티미터로 무엇입니까?","import math

a = 32.68
b = 5
c = math.pi
y = (((a ** 0.5) / c) * b * c * 2) 
print(y)",57.17
1,순준은 매일 0.7L의 우유를 마신다. 승준이 5일간 마시는 우유를 준비하려면 1L의 우유를 몇 개 구입해야 하나요?,"from math import ceil

a = 0.7
b = 5
c = 1
y = ceil(a * b / c)
print(y)",4
8,정사각형의 측면 길이는 84/8cm입니다. 이 사각형의 둘레를 cm로 찾습니다.,"a = 84/8
b = 4
y = a * b
print(y)",42
1,"학교 체육관에는 남자 25명과 여자 21명이 있으며, 그 중 13명이 교실에 들어갔다. 체육관에는 몇 명의 학생이 남아 있습니까?","a = 25
b = 21
c = 13
y = a + b - c
print(y)",33
1,"1대 주차하는데 30분에 4500원 걸린다고 합시다. 4대의 차량을 2시간 주차하고 주차 요금을 8명으로 균등하게 분할하기로 결정한 경우, 1인당 얼마를 지불할까요?","a = 1/2
b = 4500
c = 4
d = 2
e = 8
y = b / a * c * d / e
print(y)",9000
6,3으로 나누는 숫자를 실수로 4로 빼서 23이되었습니다. 얼마나 정확하게 계산합니까?,"a = 3
b = 4
c = 23
y = (c + b) / a 
print(y)",9
8,다이아몬드 모양의 50cm 사방에서 한 대각선이 10cm이면 다른 대각선은 몇 센티미터입니까?,"a = 50
b = 10
y = a * 2 / b
print(y)",10
4,"4.24, 2.36, 4.8의 최대 수와 최소 수의 합계는 얼마입니까?","a = [4.24, 2.36, 4.8]
b = max(a)
c = min(a)
y = b + c
print(y)",7.16
1,학교에서 세훈의 집까지의 거리는 학교에서 승호의 집까지의 거리의 3배라고 합니다. 학교에서 세훈 집까지의 거리가 9.3km이면 학교에서 승호 집까지의 거리는 몇 킬로미터입니까?,"a = 9.3
b = 3
y = a / b
print(y)",3.10
8,원형 다이아몬드 모양의 면적이 90cm²이면 원의 반경은 몇 cm입니까?,"a = 90
y = (a * 2) ** (1 / 2) / 2
print(y)",6
1,250개의 사과를 10상자로 판매하고 싶다면 몇 상자를 판매할 수 있나요?,"a = 250
b = 10
y = a // b
print(y)",25
8,직사각형의 폭이 30cm이고 길이가 20cm이면 직사각형의 면적은 cm²로 무엇입니까?,"a = 30
b = 20
y = a * b
print(y)",600
8,원탁이 있습니다. 테이블의 직경이 30cm이면 테이블의 폭은 cm^2이고 무엇입니까? 원주는 3.14로 계산됩니다.,"a = 30
b = 3.14
c = 2
y = (a / c) * (a / c) * b    
print(y)",706.50
1,746-246을 계산합니다.,"a = 746
b = 246
y = a - b
print(y)",500
1,블록을 쌓아서 성을 세워보세요. 1층을 만드는데 20블록 걸립니다. 3층짜리 성을 세우려면 몇 블록이 필요합니까?,"a = 20
b = 3
y = a * b
print(y)",60
1,윤성은 1봉지에 10개의 사탕을 16개 채워 4명에게 균등하게 나눠줬다. 혼자 얼마나 많은 사탕이 있나요?,"a = 10
b = 16
c = 4
y = a * b // c
print(y)",40
8,"바닥이 10cm, 위가 2cm, 높이가 5cm인 사다리꼴이 있습니다. 사다리꼴 영역을 찾습니다.","a = 10
b = 2
c = 5
y = (a + b) * c / 2
print(y)",30
8,"네면 길이의 합계가 88cm, 폭이 32cm이면 길이는 몇 cm입니까?","a = 88
b = 32
y = (a - b * 2) / 2
print(y)",12
1,"두은은 460원의 색연필 2개와 610원의 스티커 메모 3개를 구입해 3,000원을 지불했다. Duwoong이 받는 변화량에 대한 답을 찾아보세요.","a = 460
b = 2
c =610
d = 3
e = 3000
y = e - (a * b + c * d)
print(y)",250
8,"폭 21cm, 길이 15cm의 직사각형이 있습니다. 이 직사각형의 면적은 cm²에서 무엇입니까?","a = 21
b = 15
y = a * b
print(y)",315
8,55cm 길이의 털실을 사용하여 최대 정수 센티미터의 사각형을 만들면 털실의 나머지는 몇 센티미터입니까?,"a = 55
b = 4
c = a // b
y = a - (b * c)
print(y)",3
1,오늘은 Suhyo's Bakery에서 500개의 크림빵을 만들었습니다. 이 모든 크림 빵을 25개까지 보관할 수 있는 상자에 넣으려면 몇 상자가 필요합니까?,"import math
a = 500
b = 25
y = math.ceil(a / b)
print(y)",19
3,다음 공식 10*A > 88을 만족하는 1에서 9까지의 숫자는 얼마입니까?,"a = 1
b = 9
c = 88
d = 10
y = 0
for i in range(a, b + 1):
    if i > c / d:
        y += 1
print(y)",1
8,모든 모서리가 같은 길이의 사변형이 있습니다. 가장자리 길이의 합이 60m이면 한 가장자리 길이는 m이고 무엇입니까?,"a = 60
b = 4
y = a / (b * 2)
print(y)",7.50
8,"너비 12cm, 길이 7cm의 직사각형 네면 길이의 합계는 얼마입니까?","a = 12
b = 7
y = (a + b) * 2
print(y)",38
6,"어느 수를 7로 나누는 것을 잘못하고, 어느 수에 3을 곱해 46.5로 했습니다. 올바르게 계산된 몫을 찾습니다.","a = 7
b = 3
c = 46.5
y = c / b / a
print(y)",2.21
1,9.7톤의 이동물을 모두 이동 트랙에 적재하려고 합니다. 1대당 2톤을 쌓을 수 있다면 적어도 몇 대의 이동 트랙을 호출해야 합니까?,"from math import ceil
a = 9.7
b = 2
y = ceil(a / b)
print(y)",5
1,숫자를 8로 나누고 12가 되면 그 숫자는 얼마나 되나요?,"a = 8
b = 12
y = a * b
print(y)",96
1,구슬은 24개 있습니다. 4명이 이 지침을 동일하게 공유하는 경우 각 사람은 몇 명을 받게 됩니까?,"a = 24
b = 4
y = a // b
print(y)",6
8,가장자리가 60cm이고 정육각형이 같은 둘레인 정사각형의 한 변의 길이는 얼마입니까?,"a = 60
b = 4
c = 6
y = a * b / c
print(y)",40
1,지하철에는 20명이 있었다. 다음 역에 도착하면 11명이 내리고 3명이 타고 현재 지하철을 타고 있는 사람의 수를 알아보세요.,"a = 20
b = 11
c = 3
y = a - b + c
print(y)",12
8,"너비 45cm, 높이 50cm의 직사각형 종이를 나머지 크기가 없는 동일한 크기의 정사각형으로 자르려고 합니다. 가장 잘라내는 사각형으로 자르면 몇 장의 종이를 만들 수 있습니까?","import math

a = 45
b = 50
c = math.gcd(a, b)
y = (a // c) * (b // c)
print(y)",90
1,10명이 컬러 테이프를 균등하게 공유하는 경우 3.3미터마다 첫 번째 컬러 테이프는 몇 미터였습니까?,"a = 10
b = 3.3
y = a * b
print(y)",33
1,주전자에서 2리터와 200밀리리터의 물을 마셨지만 나머지는 5리터와 100밀리리터였다. 원래 주전자에는 몇 밀리리터의 물이 들어 있었습니까?,"a = 2 * 1000 + 200
b = 5 * 1000 + 100
y = b + a
print(y)",7300
1,25g의 밀가루를 물에 녹여 350g의 밀가루 차를 만듭니다. 밀가루 차의 양에 대한 밀가루의 비율을 구합니다.,"a = 25
b = 350 
y = a / b
print(y)",0.07
8,"장변이 22센티미터, 짧은 변이 12센티미터인 직사각형의 둘레는 몇 센티미터입니까?","a = 22
b = 12
y = a * 2 + b * 2
print(y)",68
8,"폭 16cm, 길이 18cm의 직사각형을 한 번 잘라 최대의 정사각형으로 만들었습니다. 정사각형을 만든 후에 남아있는 직사각형의 네면의 길이의 합은 얼마입니까?","a = 18
b = 16
c = abs(a - b)
y = (b + c) * 2
print(y)",40
1,경수는 8만원 지폐를 가지고 있다. 경수는 얼마의 돈이 있나요?,"a = 10000
b = 8
y = a * b
print(y)",80000
8,"성진은 100cm 철사를 가지고 있습니다. 이 와이어를 사용하여 긴 변이 15cm, 짧은 변이 7cm의 평행 사변형을 2개 만들었습니다. 만든 후 몇 cm 남아 있습니까?","a = 100
b = 15
c = 7
d = 2
y = a - (b + c) * 2 * d
print(y)",12
3,"넘버 카드는 3, 1, 5, 9의 4장입니다. 이것을 한 번만 사용하여 두 자리 숫자를 두 장 만들었습니다. 두 숫자를 곱할 때 최소 곱을 찾습니다.","from itertools import permutations

a = ['3', '1', '5', '9']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = min(c)
print(y)",585
1,2.3L의 물을 5개의 병에 균등하게 나누고 싶습니다. 병에 몇 리터의 물을 넣을 수 있습니까?,"a = 2.3
b = 5
y = a / b
print(y)",0.46
7,"민지, 호종, 진수는 감자밭에서 감자를 수확한다. 민지는 감자 전체의 2/9을 자르고, 호정은 민지가 선택한 양의 3배를 자르고 나머지는 순수하다. 감자를 가장 많이 마신 사람은 누구입니까?","a = 2 / 9
b = a * 3
c = 1 - (a + b)
dicts = {'민지': a, '호정': b, '진수': c}
y = max(dicts, key=dicts.get)
print(y)",호정
1,종국의 어머니는 정육점에서 3.5kg의 쇠고기를 샀다. 이것을 0.38kg 사용하면 쇠고기는 몇 kg 남아 있습니까?,"a = 3.5
b = 0.38
y = a - b
print(y)",3.12
1,"혜진은 100원 동전 13장과 10원 동전 510장을 가지고 있다. 혜진은 그녀의 돈부터 2,000원까지 얼마를 벌어야 하는가?","a = 100 * 13
b = 10 * 5
c = 2000
y = c - a - b
print(y)",650
1,400L의 물을 20L의 물 탱크로 나누면 몇 개의 물 탱크가 필요합니까?,"from math import ceil

a = 400
b = 20
y = ceil(a / b)
print(y)",20
7,"팬이 1555개, 전기 모기장이 1222개, 모기장이 1666개인 경우 팬이 가장 많은 것은 전기 모기장이나 모기장 중 하나입니까?","a = 1555
b = 1222
c = 1666
dicts = {'부채': a, '전기 모기향': b, '모기장': c}
y = max(dicts, key=dicts.get)
print(y)",모기장
5,2리터 물 탱크는 물로 가득합니다. 세훈은 컵을 3회 채우고 0.8리터의 물을 남겼다. 컵의 리터 수를 소수로 나타냅니다.,"a = 2
b = 3
c = 0.8
y = (a - c) / b
print(y)",0.40
3,"넘버 카드 2, 4, 6, 5, 7을 1회 사용해 5자리의 숫자를 만들고 싶다. 최대 수를 찾습니다.","from itertools import permutations

a = ['2', '4', '6', '5', '7']
y = int(max(map(''.join, permutations(a, 5))))
print(y)",76542
8,"원주 34cm, 길이 7cm의 직사각형 일기의 폭은 얼마입니까?","a = 34
b = 7
c = 4
y = (a - b * 2) / 2
print(y)",10
2,"현준은 오늘 순서대로 한국어, 수학, 과학, 사회과, 영어를 공부할 예정입니다. 공부할 세 번째 과목의 이름을 적는다.","a = ['국어', '수학', '과학', '사회', '영어']
b = 3
y = a[b - 1]
print(y)",과학
1,"바구니에는 100개의 공이 있습니다. 그 중 68은 야구, 32는 농구입니다. 공의 총수에 대한 농구의 수의 비율은 얼마입니까?","a = 100
b = 68
c = 32
y = c / a * 100
print(y)",32
8,"폭 15cm, 길이 5cm의 직육면체의 전각 길이의 합계가 150cm인 경우, 직육면체의 높이는 얼마입니까?","a = 15
b = 5
c = 150
y = (c - (a + b) * 4) / 4
print(y)",17
1,"45개의 탄젤린이 5개의 바구니로 균등하게 나누어졌다. 1명의 바구니에 있는 감귤을 3명으로 균등하게 공유하기 위해서, 1인당 몇개의 감귤을 먹을 수 있습니까?","a = 45
b = 5
c = 3
y = a // b // c
print(y)",3
8,직경 18cm의 원 안에서 반경 2cm의 겹치지 않는 원을 몇 개 그릴 수 있습니까?,"a = 18
b = 2
c = 2 * b
y = int(a / c)
print(y)",4
3,"번호 카드 9, 5, 1, 2, 3 중 모든 카드를 한 번만 사용하여 만들 수 있는 최소 4자리 숫자는 무엇입니까?","from itertools import permutations

a = ['9', '5', '1', '2', '3']
y = int(min(map(''.join, permutations(a, 4))))
print(y)",1235
8,"저변이 6cm, 면적이 42cm²인 평행사변형의 높이는 얼마입니까?","a = 6
b = 42
y = b / a
print(y)",7
1,서준이 매일 1.2리터의 우유를 마신다면 소준이 10일 동안 마실 우유를 준비할 때 적어도 1리터의 우유를 몇 개 사야 합니까?,"import math

a = 1.2
b = 10
c = 1
y = ceil(a * b / c)
print(y)",12
1,"각각 20 개의 초콜릿이 들어있는 4 상자가 있습니다. 이 바둑돌을 8명의 학생들에게 고르게 분배하는 경우, 각 학생에게 얼마나 많은 조각을 줄 수 있는지 생각해 보십시오.","a = 20
b = 4
c = 8
y = a * b // c
print(y)",10
6,숫자에서 72를 빼고 실수로 50을 뺀 결과가 88이면 정확하게 계산된 경우의 대답은 무엇입니까?,"a = 72
b = 50
c = 88
y = (c + b) - a
print(y)",66
7,"미지가 5일간 매일 200원을 절약했고 다혜는 미지가 절약한 금액의 4배 이상의 1,500원을 절약했다. 수정은 20일 동안 매일 400원을 절약했다. 누가 가장 돈을 절약했는가?","a = 200
b = 5
c = 4
d = 1500
e = 400
f = 20
dicts = {'미지': a * b, '다혜': (a * b) * c + d, '수정': e * f}
y = max(dicts, key=dicts.get)
print(y)",수정
8,3변의 합이 57센티미터가 되는 정삼각형의 변은 몇 센티미터입니까?,"a = 57
b = 3
y = a / b
print(y)",19
3,"번호 카드 5, 1, 8, 9가 있습니다. 그 중에서, 카드를 3장 당겨 2자리의 숫자를 1장, 1자리의 숫자를 1장 만들 때, 상품이 제일 큰 경우의 값을 요구합니다.","from itertools import permutations

a = ['5', '1', '8', '9']
b = list(map(''.join, permutations(a, 3)))
c = []
for i in b:
    d = int(i[:-1])
    e = int(i[-1])
    c.append(d * e)
y = max(c)
print(y)",765
8,반경 4cm의 원의 직경은 얼마입니까?,"a = 4
b = 2
y = a * b
print(y)",8
1,"철민은 8개의 과자를 먹고, 정윤은 철민이 먹은 과자의 7배량을 먹었다. 정윤이 먹은 쿠키의 수에 대한 대답을 찾아보세요.","a = 8
b = 7
y = a * b
print(y)",56
7,10분 거리에 14km 주행하는 A 차와 15분 거리에 15km 주행하는 B 차가 있습니다. 두 차가 동시에 발진했고 120분 동안 정지하지 않고 같은 속도로 움직였다. 자동차 A와 자동차 B 중 어느 차량이 장거리를 이동했는가?,"a = 10
b = 14
c = 15
d = 15
e = 120
f = e / a * b
g = e / c * d
dicts = {'A': f, 'B': g}
y = max(dicts, key=dicts.get)
print(y)",A
1,총타수에 대한 안타의 비율을 타율이라고 합니다. 한 야구 선수는 210타석 중 16안타를 냈다고 말했다. 이 야구 선수의 타율을 백분율로 표시합니다.,"a = 210
b = 16
y = b / a * 100
print(y)",7
8,"윗면이 5cm, 바닥이 12cm, 높이가 6cm인 사다리꼴이 있습니다. 이 사다리꼴의 영역을 찾습니다.","a = 5
b = 12
c = 6
y = (a + b) * c / 2
print(y)",51
7,"나운의 키가 155㎝, 가운의 키가 154.3㎝라면 누가 키가 큰 것일까요?","a = 155
b = 154.3
dicts = {""나은"": a, ""가은"": b}
y = max(dicts, key=dicts.get)
print(y)",나은
1,"한 식료품점에서 석류를 25,000원으로 20개 구입하고, 15,000원으로 8개 상자에 넣어 판매했습니다. 식료품점에서 석류를 팔아 얻은 이익이 52,000원이라고 하면 석류는 몇 상자 팔릴까요?","from math import ceil

a = 20
b = 25000
c = 8
d = 15000
e = 52000
y = ceil((e / ((d / c) - (b / a))) / c)
print(y)",83
1,"지노가 매일 5.3km 걷는다면, 지노는 14일 동안 몇 킬로미터 걸었을까요?","a = 5.3
b = 14
y = a * b
print(y)",74.20
7,"한 가게에서는 초콜릿이 5개로 3,000원, 카라멜이 4개로 2800원입니다. 초콜릿과 캐러멜 중 어느 것이 더 비쌉니까?","a = 5
b = 3000
c = 4
d = 3200
dicts = {'초콜릿': b / a, '카라멜': d / c}
y = max(dicts, key=dicts.get) 
print(y)",카라멜
7,"재영의 세탁기는 91L의 물을 사용해 1회의 세탁·헹굼을 하고 있다고 합니다. 헹굼 공정에서 사용하는 물의 양이 52L950mL인 경우, 세척 또는 헹굼 시에 더 많은 물을 사용한 공정은?","a = 91 * 1000
b = 52 * 1000 + 950
y = a - b
dicts = {'세탁': a - b, '헹굼': b}
y = max(dicts, key=dicts.get)
print(y)",헹굼
1,"히섭과 형은 접어 학을 14일간 접었다. 히섭은 하루에 접어 학을 5개 접었고, 동생은 3개 접었다. 둘이서 접는 학을 6명으로 균등하게 나누고 싶다면, 1명에게 몇 줄 수 있습니까?","a = 14
b = 5
c = 3
d = 6
y = (b + c) * a // d
print(y)",18
8,"폭 13cm, 길이 15cm의 직사각형이 있습니다. 이 직사각형의 면적은 센티미터²로 무엇입니까?","a = 13
b = 15
y = a * b
print(y)",195
1,"9999개의 탁구공이 3,000개의 상자에 포장되어 있다면, 합계로 몇 개의 탁구공이 있습니까?","a = 9999
b = 3000
y = a // b * b
print(y)",9000
1,20개의 초콜릿과 16개의 사탕이 있습니다. 6개가 들어간 1봉에 초콜릿과 캔디의 봉투를 몇 봉지 넣어야 합니까?,"a = 20
b = 16
c = 6
y = (a + b) // c
print(y)",6
1,"호산기는 자전거를 타고 200km 달렸습니다. 첫날은 1/5, 2일째는 남은 거리의 1/2를 달렸습니다. 그렇다면 둘째 날에 몇 킬로미터 달렸습니까?","a = 200
b = 1/5
c = 1/2
y = (a * (1 - b)) * c
print(y)",20
8,원주 46.5cm의 원의 직경은 얼마입니까? 원주는 3.1로 계산됩니다.,"a = 46.5
b = 3.1
y = a / b
print(y)",15
4,"성이는 성준의 집에 가기로 했다. 집 근처에 도착하면 212, 211, 207 건물에 아파트가있었습니다. 송준이 가장 많이 살고 있다면 송중은 몇 돈 살나요?","a = [212, 211, 207]
y = max(a)
print(y)",212
1,민술이 100미터 달리는 데 25초가 걸리면 민술이 달린 거리와 100미터 달린 시간의 비율을 구합니다.,"a = 100
b = 25
y = a / b
print(y)",4
8,"폭 6.2cm, 길이 5.3cm의 직사각형과 폭 4.2cm, 높이 5.8cm의 평행 사변형이 있습니다. 두 숫자의 면적의 합을 센티미터²로 구합니다.","a = 6.2 * 5.3
b = 4.2 * 5.8
y = a + b
print(y)",57.22
8,면적 8cm²의 원으로 그릴 수 있는 최대 다이아몬드를 그립니다. 원의 반경은 몇 cm입니까?,"a = 8
y = (a * 2) ** (1 / 2) / 2
print(y)",2
8,50개의 삼각형과 60개의 사각형이 있습니다. 이 모든 모양에는 몇 가지 각도가 있습니까?,"a = 3
b = 50
c = 4
d = 60
y = (a * b) + (c * d)
print(y)",390
1,한 상자에 500개의 클립이 있는 경우 14개 상자 모두에 몇 개의 클립이 있나요?,"a = 500
b = 14
y = a * b
print(y)",7000
5,아래의 17-□-37 규칙을 찾아 A 수를 찾습니다.,"a = 17
b = 37
c = a - b
y = b + c / 2
print(y)",27
1,주전자에는 4/6L의 물이있었습니다. 이 4/10을 마셨다면 몇 리터의 물을 마셨는지 확인하고 소수점 이하 2위까지 적어 주십시오.,"a = 4/6
b = 4/10
y = a * b
print(""{:.2f}"".format(y))",0.27
3,"넘버 카드는 2, 3, 7, 9의 4장이 있습니다. 최대 3자리 숫자와 3장의 카드를 한 번만 사용하여 만들 수 있는 나머지 카드 수의 곱은 무엇입니까?","from itertools import permutations

a = ['2', '3', '7', '9']
b = 3
c = list(map(''.join, permutations(a, b)))
d = max(c)
for i in d:
    a.remove(i)
e = a[0]
y = int(d) * int(e)
print(y)",1946
1,"히스의 정원에서 고구마를 24,000개 수확하고, 120개를 상자에 넣었다. 감자 상자는 몇 개입니까?","a = 240000
b = 120
y = a // b
print(y)",2000
8,사각형 안에 가장 큰 원을 그려 그 원의 반지름이 32cm이라면 사각형의 한 변의 길이는 센티미터로 무엇입니까?,"a = 32
b = a * 2
y = b
print(y)",64
8,"네 변의 길이의 합이 56cm의 정사각형에 최대 원을 그리는 경우, 원의 직경은 cm로 무엇입니까?","a = 4
b = 56
c = 2
y = (b / a) / c
print(y)",7
5,"수업 기간 동안 5명의 소년과 6명의 소녀 그룹이 형성되었다. 여러 그룹이 있는 경우 여학생이 30명 있다면, 남학생은 모두 몇 명입니까?","a = 5
b = 6
c = 30
d = c / b
y = a * d
print(y)",25
7,2100 밀리리터의 물 양동이와 3200 밀리리터의 주스 병에 물을 넣고 물 양동이로 옮겨 물 양동이가 가득 찼습니다. 6000 밀리리터 탱크 또는 물 탱크 중 어느 것이 더 큰가?,"a = 2100
b = 3200
c = 6000
dict = {'물통': a + b, '수조': c}
y = max(dict, key=dict.get)
print(y)",수조
